IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.100.206,2083,2083,true,SIN,Asia Pacific,Singapore,105,4.86
8.210.203.7,2083,2083,true,HKG,Asia Pacific,Hong Kong,102,4.86
47.243.5.154,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,4.86
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,4.86
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,4.86
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,40,4.85
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,4.85
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,58,4.85
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,96,4.85
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,92,4.84
8.210.175.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,99,4.84
8.217.50.252,2087,2087,true,HKG,Asia Pacific,Hong Kong,85,4.84
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,4.83
47.238.131.39,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,4.83
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,4.82
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,118,4.82
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,103,4.82
47.76.189.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,4.82
8.219.110.81,8443,8443,true,SIN,Asia Pacific,Singapore,72,4.81
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,14,4.81
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,61,4.81
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,96,4.80
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,4.80
47.242.119.104,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,4.79
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,70,4.78
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,92,4.78
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,73,4.77
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,4.77
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,120,4.76
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,80,4.76
47.243.243.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,4.75
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,4.75
8.219.189.143,2096,2096,true,SIN,Asia Pacific,Singapore,71,4.74
47.237.100.206,2053,2053,true,SIN,Asia Pacific,Singapore,168,4.74
47.76.222.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,4.74
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,133,4.74
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,80,4.73
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,184,4.73
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,4.73
47.242.125.241,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,4.72
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,36,4.72
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,4.72
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,112,4.72
47.243.255.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,4.72
47.242.252.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,4.71
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,36,4.71
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,118,4.71
8.218.98.75,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,4.70
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,4.70
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,4.70
8.219.97.50,2096,2096,true,SIN,Asia Pacific,Singapore,71,4.70
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,4.69
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,56,4.69
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,58,4.68
47.242.7.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,4.68
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,112,4.68
8.218.155.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,4.68
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,118,4.65
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,54,4.64
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,154,4.63
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,145,4.63
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,92,4.62
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,103,4.62
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,107,4.61
47.76.227.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,4.59
8.218.173.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,165,4.59
8.210.48.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,4.59
47.243.234.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,4.59
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,4.59
47.236.158.158,2096,2096,true,SIN,Asia Pacific,Singapore,37,4.59
47.242.119.104,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,4.58
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,4.58
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,45,4.57
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,4.57
47.237.100.206,2053,2053,true,SIN,Asia Pacific,Singapore,88,4.56
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,73,4.56
8.218.3.198,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,4.56
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.55
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,83,4.55
47.238.5.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,4.54
47.242.107.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,4.54
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,84,4.54
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,102,4.53
8.219.161.129,443,443,true,SIN,Asia Pacific,Singapore,64,4.53
47.76.213.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,4.51
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,4.51
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,54,4.51
47.242.7.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,4.51
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,88,4.50
47.242.42.153,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,4.50
47.242.157.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,4.49
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,4.48
47.237.121.38,2053,2053,true,SIN,Asia Pacific,Singapore,18,4.48
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,100,4.47
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,105,4.45
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,4.44
47.242.119.104,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,4.44
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,52,4.44
8.222.179.231,2087,2087,true,SIN,Asia Pacific,Singapore,97,4.44
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,80,4.43
8.210.207.214,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,4.43
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,4.43
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,4.43
8.219.124.227,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.43
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,87,4.42
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,89,4.42
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,137,4.41
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,4.41
47.236.170.225,2053,2053,true,SIN,Asia Pacific,Singapore,149,4.41
8.210.42.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,4.41
47.242.125.241,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,4.41
8.218.178.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,4.40
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,70,4.40
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,4.39
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,4.39
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,63,4.39
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,103,4.38
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,107,4.37
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,100,4.37
47.242.7.162,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,4.37
47.242.119.104,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.37
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,73,4.36
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,130,4.36
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,4.35
47.76.26.26,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,4.35
47.76.227.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,4.35
47.242.42.153,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,4.35
47.237.14.220,2083,2083,true,SIN,Asia Pacific,Singapore,100,4.34
47.236.80.110,8443,8443,true,SIN,Asia Pacific,Singapore,71,4.34
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,70,4.34
47.238.0.114,8443,8443,true,HKG,Asia Pacific,Hong Kong,122,4.34
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,134,4.33
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,87,4.33
8.210.244.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,4.33
8.218.65.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,138,4.32
8.218.74.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,4.32
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,65,4.32
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,4.31
47.245.102.52,8443,8443,true,SIN,Asia Pacific,Singapore,3,4.30
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,63,4.29
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,4.29
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,147,4.29
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,29,4.28
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,21,4.26
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,116,4.26
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,36,4.26
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,83,4.25
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,104,4.24
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,174,4.24
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,50,4.24
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,44,4.23
8.218.65.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,4.22
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,158,4.21
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,4.20
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,4.20
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,64,4.19
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,4.19
8.210.207.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,4.19
47.239.10.224,443,443,true,HKG,Asia Pacific,Hong Kong,46,4.19
47.254.236.28,80,443,true,SIN,Asia Pacific,Singapore,27,4.18
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,4.17
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,4.17
47.236.63.152,443,443,true,SIN,Asia Pacific,Singapore,125,4.16
47.243.243.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,4.16
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,110,4.15
47.76.251.55,443,443,true,HKG,Asia Pacific,Hong Kong,47,4.15
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,36,4.15
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,4.15
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,8,4.15
8.217.50.252,2053,2053,true,HKG,Asia Pacific,Hong Kong,120,4.15
47.242.42.153,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,4.14
47.243.26.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,4.13
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,58,4.13
47.243.139.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,4.13
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,4.12
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,105,4.11
47.243.18.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,97,4.10
8.213.208.6,80,443,true,SIN,Asia Pacific,Singapore,47,4.10
8.219.110.81,2053,2053,true,SIN,Asia Pacific,Singapore,80,4.09
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,65,4.09
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.08
47.76.123.69,80,443,true,SIN,Asia Pacific,Singapore,78,4.08
47.238.5.0,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,4.07
47.242.7.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,90,4.07
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,4.06
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.06
47.243.255.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,4.06
47.76.159.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,4.06
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,94,4.05
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,78,4.05
47.238.50.221,80,443,true,SIN,Asia Pacific,Singapore,60,4.04
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,71,4.04
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,112,4.03
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,35,4.03
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,62,4.03
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,86,4.03
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,4.02
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,4.02
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,114,4.02
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,4.02
47.238.52.240,80,443,true,SIN,Asia Pacific,Singapore,41,4.02
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,4.02
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,110,4.02
47.238.245.39,80,443,true,SIN,Asia Pacific,Singapore,67,4.01
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,107,4.01
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,4.00
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,79,4.00
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,37,4.00
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,49,4.00
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,4.00
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,96,3.98
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,103,3.96
47.238.255.53,80,443,true,SIN,Asia Pacific,Singapore,92,3.96
47.237.92.26,2083,2083,true,SIN,Asia Pacific,Singapore,100,3.96
47.236.189.92,8443,8443,true,SIN,Asia Pacific,Singapore,120,3.95
47.76.255.235,80,443,true,SIN,Asia Pacific,Singapore,76,3.94
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,85,3.94
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,95,3.93
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,82,3.93
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,156,3.93
47.242.202.230,443,443,true,HKG,Asia Pacific,Hong Kong,94,3.93
8.218.222.36,2096,2096,true,HKG,Asia Pacific,Hong Kong,123,3.92
47.76.159.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,137,3.91
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,82,3.91
8.210.89.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,3.91
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,106,3.90
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,3.90
8.218.211.124,80,443,true,SIN,Asia Pacific,Singapore,54,3.89
47.242.125.241,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,3.89
8.219.78.188,2087,2087,true,SIN,Asia Pacific,Singapore,102,3.89
47.238.131.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,3.89
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,3.88
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,94,3.88
47.237.0.31,2053,2053,true,SIN,Asia Pacific,Singapore,59,3.88
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,73,3.87
8.218.228.152,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,3.87
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,3.87
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,116,3.86
8.212.153.218,443,443,true,MNL,Asia Pacific,Manila,56,3.86
47.236.237.90,2096,2096,true,SIN,Asia Pacific,Singapore,66,3.86
8.218.178.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.86
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,52,3.86
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,3.85
47.238.48.153,80,443,true,SIN,Asia Pacific,Singapore,80,3.85
8.218.178.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,3.84
8.219.110.81,2096,2096,true,SIN,Asia Pacific,Singapore,59,3.84
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,38,3.84
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,126,3.84
8.218.98.75,8443,8443,true,HKG,Asia Pacific,Hong Kong,117,3.84
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,3.83
47.76.249.116,80,443,true,SIN,Asia Pacific,Singapore,33,3.83
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,47,3.82
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,143,3.82
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,125,3.82
8.218.3.198,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,3.82
47.238.5.0,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,3.81
47.238.131.39,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,3.81
47.238.0.114,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,3.80
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,68,3.80
47.76.245.164,80,443,true,SIN,Asia Pacific,Singapore,47,3.80
47.76.220.130,80,443,true,SIN,Asia Pacific,Singapore,36,3.80
8.218.81.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,3.80
47.238.40.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,108,3.80
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,81,3.80
8.219.189.143,2083,2083,true,SIN,Asia Pacific,Singapore,96,3.80
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,168,3.79
47.238.50.221,80,443,true,SIN,Asia Pacific,Singapore,78,3.79
47.76.29.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,3.78
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,132,3.77
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,3.77
47.76.29.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,3.76
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,66,3.75
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,53,3.75
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,3.74
47.237.14.220,2087,2087,true,SIN,Asia Pacific,Singapore,137,3.74
47.243.26.83,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,3.74
8.218.98.75,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,3.73
47.238.0.114,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,3.73
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,121,3.73
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,84,3.72
8.210.203.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,3.72
8.217.181.213,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,3.71
47.243.60.150,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,3.71
8.217.142.78,80,443,true,SIN,Asia Pacific,Singapore,42,3.70
47.238.43.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,3.70
8.218.173.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,3.69
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,69,3.69
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,101,3.69
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,100,3.68
8.218.98.75,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,3.68
8.222.181.117,2087,2087,true,SIN,Asia Pacific,Singapore,40,3.67
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,81,3.67
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,89,3.66
8.218.228.152,2096,2096,true,HKG,Asia Pacific,Hong Kong,112,3.66
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,125,3.66
8.218.155.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,3.64
8.222.169.222,2083,2083,true,SIN,Asia Pacific,Singapore,70,3.61
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,124,3.60
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,140,3.59
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,133,3.57
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,107,3.55
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.55
8.222.156.242,2087,2087,true,SIN,Asia Pacific,Singapore,74,3.53
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,87,3.53
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,57,3.52
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,3.52
8.218.173.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,3.52
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,137,3.52
8.218.173.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,87,3.51
47.76.222.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,3.50
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,3.50
47.76.189.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,3.48
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,3.47
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,85,3.47
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,45,3.46
47.76.29.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,3.45
8.210.42.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,3.45
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,3.45
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,104,3.44
8.218.98.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,3.44
47.237.84.173,2087,2087,true,SIN,Asia Pacific,Singapore,62,3.43
47.76.203.101,2083,2083,true,HKG,Asia Pacific,Hong Kong,112,3.43
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,97,3.43
47.243.243.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,114,3.43
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,35,3.42
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,31,3.42
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,3.41
8.210.42.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,3.40
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,53,3.40
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,96,3.39
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,83,3.37
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,103,3.37
47.238.131.39,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,3.36
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,71,3.36
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,123,3.35
47.243.26.83,2083,2083,true,HKG,Asia Pacific,Hong Kong,132,3.35
47.76.247.16,80,443,true,SIN,Asia Pacific,Singapore,38,3.33
47.243.186.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,118,3.32
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,3.31
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,71,3.31
47.238.40.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,3.30
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,149,3.30
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,100,3.29
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,80,3.29
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,3.29
47.243.107.148,2053,2053,true,HKG,Asia Pacific,Hong Kong,129,3.28
8.210.89.245,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,3.27
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,3.27
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,3.25
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,90,3.25
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,67,3.22
